prompt_id,left_model,right_model,left_phase,right_phase,left_repetition,right_repetition,left_row_index,right_row_index,pair_type,cosine_similarity
rewrite_004,gpt-4.1-mini,gpt-4.1-mini,warm,warm,1,2,543,843,within-model repeat,0.894068029904199
rewrite_004,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,643,743,cross-model agreement,0.9786455241110349
rewrite_004,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,643,843,cross-model agreement,0.981406830895615
rewrite_004,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,743,843,cross-model agreement,0.9784747785323145
rewrite_005,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,44,144,cross-model agreement,0.9692267473767538
rewrite_005,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,44,244,cross-model agreement,0.9731905028785378
rewrite_005,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,1,44,344,cold-to-warm consistency,0.8471475628476706
rewrite_005,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,1,44,444,cross-model agreement,0.8187961964195917
rewrite_005,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,1,44,544,cross-model agreement,0.8207977206886818
rewrite_005,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,2,44,644,cold-to-warm consistency,0.8617780924518104
rewrite_005,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,2,44,744,cross-model agreement,0.8324113268726956
rewrite_005,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,2,44,844,cross-model agreement,0.8348323244822675
rewrite_005,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,144,244,cross-model agreement,0.9689829280633095
rewrite_005,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,1,144,344,cross-model agreement,0.8184947223943112
rewrite_005,gpt-5.4,gpt-5.4,cold,warm,0,1,144,444,cold-to-warm consistency,0.8507207366195741
rewrite_005,gpt-5.4,gpt-4.1-mini,cold,warm,0,1,144,544,cross-model agreement,0.8182952006415685
rewrite_005,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,2,144,644,cross-model agreement,0.8325370753695469
rewrite_005,gpt-5.4,gpt-5.4,cold,warm,0,2,144,744,cold-to-warm consistency,0.8650814307151056
rewrite_005,gpt-5.4,gpt-4.1-mini,cold,warm,0,2,144,844,cross-model agreement,0.8323249788798528
rewrite_005,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,1,244,344,cross-model agreement,0.8207913218653148
rewrite_005,gpt-4.1-mini,gpt-5.4,cold,warm,0,1,244,444,cross-model agreement,0.8185902195137726
rewrite_005,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,1,244,544,cold-to-warm consistency,0.8472232041364225
rewrite_005,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,2,244,644,cross-model agreement,0.8348349954235995
rewrite_005,gpt-4.1-mini,gpt-5.4,cold,warm,0,2,244,744,cross-model agreement,0.8322019249357695
rewrite_005,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,2,244,844,cold-to-warm consistency,0.8618480579866998
rewrite_005,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,344,444,cross-model agreement,0.9701673971808303
rewrite_005,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,344,544,cross-model agreement,0.9740212264013792
rewrite_005,DeepSeek-V4-Flash,DeepSeek-V4-Flash,warm,warm,1,2,344,644,within-model repeat,0.8525182800810551
rewrite_005,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,2,344,744,cross-model agreement,0.8235593760528525
rewrite_005,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,2,344,844,cross-model agreement,0.8259923040420043
rewrite_005,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,444,544,cross-model agreement,0.9699309026815458
rewrite_005,gpt-5.4,DeepSeek-V4-Flash,warm,warm,1,2,444,644,cross-model agreement,0.8239871726268044
rewrite_005,gpt-5.4,gpt-5.4,warm,warm,1,2,444,744,within-model repeat,0.8559847973071171
rewrite_005,gpt-5.4,gpt-4.1-mini,warm,warm,1,2,444,844,cross-model agreement,0.8237772543035997
rewrite_005,gpt-4.1-mini,DeepSeek-V4-Flash,warm,warm,1,2,544,644,cross-model agreement,0.826001386091209
rewrite_005,gpt-4.1-mini,gpt-5.4,warm,warm,1,2,544,744,cross-model agreement,0.8233586197062296
rewrite_005,gpt-4.1-mini,gpt-4.1-mini,warm,warm,1,2,544,844,within-model repeat,0.8525916731577294
rewrite_005,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,644,744,cross-model agreement,0.9688409465602774
rewrite_005,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,644,844,cross-model agreement,0.9728495807348114
rewrite_005,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,744,844,cross-model agreement,0.9685941254036987
rewrite_006,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,45,145,cross-model agreement,0.9780941475669654
rewrite_006,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,45,245,cross-model agreement,0.9811263272799802
rewrite_006,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,1,45,345,cold-to-warm consistency,0.8864486556829199
rewrite_006,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,1,45,445,cross-model agreement,0.8656309828912251
rewrite_006,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,1,45,545,cross-model agreement,0.8683411993987665
rewrite_006,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,2,45,645,cold-to-warm consistency,0.9019562244176255
rewrite_006,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,2,45,745,cross-model agreement,0.8805093664966609
rewrite_006,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,2,45,845,cross-model agreement,0.8833480008287987
rewrite_006,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,145,245,cross-model agreement,0.9779999279669034
rewrite_006,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,1,145,345,cross-model agreement,0.865507474599484
rewrite_006,gpt-5.4,gpt-5.4,cold,warm,0,1,145,445,cold-to-warm consistency,0.888061612879802
rewrite_006,gpt-5.4,gpt-4.1-mini,cold,warm,0,1,145,545,cross-model agreement,0.8659880557139992
rewrite_006,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,2,145,645,cross-model agreement,0.8806238399054012
rewrite_006,gpt-5.4,gpt-5.4,cold,warm,0,2,145,745,cold-to-warm consistency,0.9033752886665959
rewrite_006,gpt-5.4,gpt-4.1-mini,cold,warm,0,2,145,845,cross-model agreement,0.8809609557360245
rewrite_006,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,1,245,345,cross-model agreement,0.8682588255969812
rewrite_006,gpt-4.1-mini,gpt-5.4,cold,warm,0,1,245,445,cross-model agreement,0.8660294702873852
rewrite_006,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,1,245,545,cold-to-warm consistency,0.8875210315300851
rewrite_006,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,2,245,645,cross-model agreement,0.8834243593817981
rewrite_006,gpt-4.1-mini,gpt-5.4,cold,warm,0,2,245,745,cross-model agreement,0.880922580817595
rewrite_006,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,2,245,845,cold-to-warm consistency,0.9028997766799454
rewrite_006,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,345,445,cross-model agreement,0.9785261147181185
rewrite_006,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,345,545,cross-model agreement,0.9814995994590247
rewrite_006,DeepSeek-V4-Flash,DeepSeek-V4-Flash,warm,warm,1,2,345,645,within-model repeat,0.8899937358207867
rewrite_006,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,2,345,745,cross-model agreement,0.8687827869409287
rewrite_006,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,2,345,845,cross-model agreement,0.8715857942833372
rewrite_006,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,445,545,cross-model agreement,0.9784321576701855
rewrite_006,gpt-5.4,DeepSeek-V4-Flash,warm,warm,1,2,445,645,cross-model agreement,0.8690197275966387
rewrite_006,gpt-5.4,gpt-5.4,warm,warm,1,2,445,745,within-model repeat,0.891568561225369
rewrite_006,gpt-5.4,gpt-4.1-mini,warm,warm,1,2,445,845,cross-model agreement,0.8693677886300116
rewrite_006,gpt-4.1-mini,DeepSeek-V4-Flash,warm,warm,1,2,545,645,cross-model agreement,0.8717438326723728
rewrite_006,gpt-4.1-mini,gpt-5.4,warm,warm,1,2,545,745,cross-model agreement,0.8692883463085433
rewrite_006,gpt-4.1-mini,gpt-4.1-mini,warm,warm,1,2,545,845,within-model repeat,0.891040799917304
rewrite_006,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,645,745,cross-model agreement,0.9777006158967027
rewrite_006,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,645,845,cross-model agreement,0.9807862296616701
rewrite_006,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,745,845,cross-model agreement,0.9776062130951931
rewrite_007,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,46,146,cross-model agreement,0.9733406791324255
rewrite_007,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,46,246,cross-model agreement,0.9769174686360497
rewrite_007,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,1,46,346,cold-to-warm consistency,0.8689047231463032
rewrite_007,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,1,46,446,cross-model agreement,0.8437824523816687
rewrite_007,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,1,46,546,cross-model agreement,0.846292585818981
rewrite_007,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,2,46,646,cold-to-warm consistency,0.8873539952408631
rewrite_007,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,2,46,746,cross-model agreement,0.8614556761175716
rewrite_007,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,2,46,846,cross-model agreement,0.864262330236265
rewrite_007,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,146,246,cross-model agreement,0.973129860069443
rewrite_007,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,1,146,346,cross-model agreement,0.8435554152475015
rewrite_007,gpt-5.4,gpt-5.4,cold,warm,0,1,146,446,cold-to-warm consistency,0.8707387468226142
rewrite_007,gpt-5.4,gpt-4.1-mini,cold,warm,0,1,146,546,cross-model agreement,0.8433795916183318
rewrite_007,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,2,146,646,cross-model agreement,0.8614734312211405
rewrite_007,gpt-5.4,gpt-5.4,cold,warm,0,2,146,746,cold-to-warm consistency,0.8889642624544062
rewrite_007,gpt-5.4,gpt-4.1-mini,cold,warm,0,2,146,846,cross-model agreement,0.8612863032099728
rewrite_007,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,1,246,346,cross-model agreement,0.8462856772230295
rewrite_007,gpt-4.1-mini,gpt-5.4,cold,warm,0,1,246,446,cross-model agreement,0.8435996947616633
rewrite_007,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,1,246,546,cold-to-warm consistency,0.8689603576089078
rewrite_007,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,2,246,646,cross-model agreement,0.8642628707412543
rewrite_007,gpt-4.1-mini,gpt-5.4,cold,warm,0,2,246,746,cross-model agreement,0.8612690905958387
rewrite_007,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,2,246,846,cold-to-warm consistency,0.8874028566615848
rewrite_007,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,346,446,cross-model agreement,0.9743377335230512
rewrite_007,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,346,546,cross-model agreement,0.9777873539624817
rewrite_007,DeepSeek-V4-Flash,DeepSeek-V4-Flash,warm,warm,1,2,346,646,within-model repeat,0.8740555929727091
rewrite_007,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,2,346,746,cross-model agreement,0.8486243041523576
rewrite_007,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,2,346,846,cross-model agreement,0.8514025351977396
rewrite_007,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,446,546,cross-model agreement,0.9741346507222667
rewrite_007,gpt-5.4,DeepSeek-V4-Flash,warm,warm,1,2,446,646,cross-model agreement,0.8488702008920855
rewrite_007,gpt-5.4,gpt-5.4,warm,warm,1,2,446,746,within-model repeat,0.8758196141357283
rewrite_007,gpt-5.4,gpt-4.1-mini,warm,warm,1,2,446,846,cross-model agreement,0.8486858105363584
rewrite_007,gpt-4.1-mini,DeepSeek-V4-Flash,warm,warm,1,2,546,646,cross-model agreement,0.8514100180317057
rewrite_007,gpt-4.1-mini,gpt-5.4,warm,warm,1,2,546,746,cross-model agreement,0.8484474240064173
rewrite_007,gpt-4.1-mini,gpt-4.1-mini,warm,warm,1,2,546,846,within-model repeat,0.8741091048142682
rewrite_007,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,646,746,cross-model agreement,0.9732643195976387
rewrite_007,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,646,846,cross-model agreement,0.9768508271083539
rewrite_007,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,746,846,cross-model agreement,0.9730529085315901
rewrite_008,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,47,147,cross-model agreement,0.9780404950817666
rewrite_008,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,47,247,cross-model agreement,0.9810133395631669
rewrite_008,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,1,47,347,cold-to-warm consistency,0.89718315514572
rewrite_008,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,1,47,447,cross-model agreement,0.8762055214129201
rewrite_008,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,1,47,547,cross-model agreement,0.878487408481217
rewrite_008,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,2,47,647,cold-to-warm consistency,0.9070743891063937
rewrite_008,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,2,47,747,cross-model agreement,0.8855447651875251
rewrite_008,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,2,47,847,cross-model agreement,0.8880186576753861
rewrite_008,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,147,247,cross-model agreement,0.9778662440897079
rewrite_008,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,1,147,347,cross-model agreement,0.8760595051853365
rewrite_008,gpt-5.4,gpt-5.4,cold,warm,0,1,147,447,cold-to-warm consistency,0.8983753086122649
rewrite_008,gpt-5.4,gpt-4.1-mini,cold,warm,0,1,147,547,cross-model agreement,0.875907841307439
rewrite_008,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,2,147,647,cross-model agreement,0.8855915369701863
rewrite_008,gpt-5.4,gpt-5.4,cold,warm,0,2,147,747,cold-to-warm consistency,0.9081729628244165
rewrite_008,gpt-5.4,gpt-4.1-mini,cold,warm,0,2,147,847,cross-model agreement,0.8854323414268442
rewrite_008,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,1,247,347,cross-model agreement,0.8784829776334194
rewrite_008,gpt-4.1-mini,gpt-5.4,cold,warm,0,1,247,447,cross-model agreement,0.8760494136831061
rewrite_008,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,1,247,547,cold-to-warm consistency,0.8972192336746044
rewrite_008,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,2,247,647,cross-model agreement,0.8880200773795651
rewrite_008,gpt-4.1-mini,gpt-5.4,cold,warm,0,2,247,747,cross-model agreement,0.8853869935465531
rewrite_008,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,2,247,847,cold-to-warm consistency,0.9071076429774586
rewrite_008,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,347,447,cross-model agreement,0.9786581765441552
rewrite_008,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,347,547,cross-model agreement,0.9815507962964024
rewrite_008,DeepSeek-V4-Flash,DeepSeek-V4-Flash,warm,warm,1,2,347,647,within-model repeat,0.9011999199170648
rewrite_008,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,2,347,747,cross-model agreement,0.8799352220878315
rewrite_008,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,2,347,847,cross-model agreement,0.882414609385618
rewrite_008,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,447,547,cross-model agreement,0.9784887507308262
rewrite_008,gpt-5.4,DeepSeek-V4-Flash,warm,warm,1,2,447,647,cross-model agreement,0.8801283675460466
rewrite_008,gpt-5.4,gpt-5.4,warm,warm,1,2,447,747,within-model repeat,0.9023497513844326
rewrite_008,gpt-5.4,gpt-4.1-mini,warm,warm,1,2,447,847,cross-model agreement,0.8799701540719642
rewrite_008,gpt-4.1-mini,DeepSeek-V4-Flash,warm,warm,1,2,547,647,cross-model agreement,0.8824204708155009
rewrite_008,gpt-4.1-mini,gpt-5.4,warm,warm,1,2,547,747,cross-model agreement,0.8797828872438052
rewrite_008,gpt-4.1-mini,gpt-4.1-mini,warm,warm,1,2,547,847,within-model repeat,0.9012347191394469
rewrite_008,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,647,747,cross-model agreement,0.9778447537244963
rewrite_008,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,647,847,cross-model agreement,0.9808429799945961
rewrite_008,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,747,847,cross-model agreement,0.9776689745753349
rewrite_009,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,48,148,cross-model agreement,0.9672822311047496
rewrite_009,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,48,248,cross-model agreement,0.9716206492550516
rewrite_009,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,1,48,348,cold-to-warm consistency,0.8322011966018457
rewrite_009,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,1,48,448,cross-model agreement,0.8017572278673464
rewrite_009,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,1,48,548,cross-model agreement,0.8044699782864745
rewrite_009,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,2,48,648,cold-to-warm consistency,0.8536289337894232
rewrite_009,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,2,48,748,cross-model agreement,0.8219395476743293
rewrite_009,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,2,48,848,cross-model agreement,0.8250968250322597
rewrite_009,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,148,248,cross-model agreement,0.9670246544244915
rewrite_009,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,1,148,348,cross-model agreement,0.8014637141713187
rewrite_009,gpt-5.4,gpt-5.4,cold,warm,0,1,148,448,cold-to-warm consistency,0.8350724423635321
rewrite_009,gpt-5.4,gpt-4.1-mini,cold,warm,0,1,148,548,cross-model agreement,0.8012592204140396
rewrite_009,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,2,148,648,cross-model agreement,0.8220364188096289
rewrite_009,gpt-5.4,gpt-5.4,cold,warm,0,2,148,748,cold-to-warm consistency,0.8562061052168674
rewrite_009,gpt-5.4,gpt-4.1-mini,cold,warm,0,2,148,848,cross-model agreement,0.8218145710753367
rewrite_009,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,1,248,348,cross-model agreement,0.8044610152484153
rewrite_009,gpt-4.1-mini,gpt-5.4,cold,warm,0,1,248,448,cross-model agreement,0.8015437286853223
rewrite_009,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,1,248,548,cold-to-warm consistency,0.832288563114359
rewrite_009,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,2,248,648,cross-model agreement,0.8250997852334946
rewrite_009,gpt-4.1-mini,gpt-5.4,cold,warm,0,2,248,748,cross-model agreement,0.8217206741612482
rewrite_009,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,2,248,848,cold-to-warm consistency,0.8537073902943293
rewrite_009,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,348,448,cross-model agreement,0.968638289366979
rewrite_009,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,348,548,cross-model agreement,0.9728078894774755
rewrite_009,DeepSeek-V4-Flash,DeepSeek-V4-Flash,warm,warm,1,2,348,648,within-model repeat,0.8377892978638843
rewrite_009,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,2,348,748,cross-model agreement,0.8067503370479404
rewrite_009,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,2,348,848,cross-model agreement,0.8098599399826215
rewrite_009,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,448,548,cross-model agreement,0.9683911409562219
rewrite_009,gpt-5.4,DeepSeek-V4-Flash,warm,warm,1,2,448,648,cross-model agreement,0.8071409026267536
rewrite_009,gpt-5.4,gpt-5.4,warm,warm,1,2,448,748,within-model repeat,0.8405807554653925
rewrite_009,gpt-5.4,gpt-4.1-mini,warm,warm,1,2,448,848,cross-model agreement,0.806923074831774
rewrite_009,gpt-4.1-mini,DeepSeek-V4-Flash,warm,warm,1,2,548,648,cross-model agreement,0.8098718687419206
rewrite_009,gpt-4.1-mini,gpt-5.4,warm,warm,1,2,548,748,cross-model agreement,0.8065444944069177
rewrite_009,gpt-4.1-mini,gpt-4.1-mini,warm,warm,1,2,548,848,within-model repeat,0.8378742449860999
rewrite_009,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,648,748,cross-model agreement,0.9668458008834228
rewrite_009,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,648,848,cross-model agreement,0.9712383474976319
rewrite_009,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,748,848,cross-model agreement,0.9665848726016244
rewrite_010,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,49,149,cross-model agreement,0.9786832669632624
rewrite_010,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,49,249,cross-model agreement,0.9815726237906477
rewrite_010,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,1,49,349,cold-to-warm consistency,0.8908772772922764
rewrite_010,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,1,49,449,cross-model agreement,0.870674372037979
rewrite_010,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,1,49,549,cross-model agreement,0.8728249988788652
rewrite_010,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,2,49,649,cold-to-warm consistency,0.9051854269602525
rewrite_010,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,2,49,749,cross-model agreement,0.8843003261060699
rewrite_010,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,2,49,849,cross-model agreement,0.8866938075028039
rewrite_010,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,149,249,cross-model agreement,0.9785140372441304
rewrite_010,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,1,149,349,cross-model agreement,0.8704851372188462
rewrite_010,gpt-5.4,gpt-5.4,cold,warm,0,1,149,449,cold-to-warm consistency,0.8920988304116534
rewrite_010,gpt-5.4,gpt-4.1-mini,cold,warm,0,1,149,549,cross-model agreement,0.8703403397893783
rewrite_010,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,2,149,649,cross-model agreement,0.8843443243090454
rewrite_010,gpt-5.4,gpt-5.4,cold,warm,0,2,149,749,cold-to-warm consistency,0.9062735533780704
rewrite_010,gpt-5.4,gpt-4.1-mini,cold,warm,0,2,149,849,cross-model agreement,0.8841900760969316
rewrite_010,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,1,249,349,cross-model agreement,0.8728192594079445
rewrite_010,gpt-4.1-mini,gpt-5.4,cold,warm,0,1,249,449,cross-model agreement,0.8705238187543896
rewrite_010,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,1,249,549,cold-to-warm consistency,0.8909142310596853
rewrite_010,gpt-4.1-mini,DeepSeek-V4-Flash,cold,warm,0,2,249,649,cross-model agreement,0.8866951424511805
rewrite_010,gpt-4.1-mini,gpt-5.4,cold,warm,0,2,249,749,cross-model agreement,0.8841474166808586
rewrite_010,gpt-4.1-mini,gpt-4.1-mini,cold,warm,0,2,249,849,cold-to-warm consistency,0.9052183534201521
rewrite_010,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,349,449,cross-model agreement,0.9794889208840704
rewrite_010,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,349,549,cross-model agreement,0.9822733320832657
rewrite_010,DeepSeek-V4-Flash,DeepSeek-V4-Flash,warm,warm,1,2,349,649,within-model repeat,0.8947475338425874
rewrite_010,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,2,349,749,cross-model agreement,0.8742233069512777
rewrite_010,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,2,349,849,cross-model agreement,0.8766097463718325
rewrite_010,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,449,549,cross-model agreement,0.9793259916485525
rewrite_010,gpt-5.4,DeepSeek-V4-Flash,warm,warm,1,2,449,649,cross-model agreement,0.8744568606898504
rewrite_010,gpt-5.4,gpt-5.4,warm,warm,1,2,449,749,within-model repeat,0.8959298169542119
rewrite_010,gpt-5.4,gpt-4.1-mini,warm,warm,1,2,449,849,cross-model agreement,0.874304337058925
rewrite_010,gpt-4.1-mini,DeepSeek-V4-Flash,warm,warm,1,2,549,649,cross-model agreement,0.8766168305433273
rewrite_010,gpt-4.1-mini,gpt-5.4,warm,warm,1,2,549,749,cross-model agreement,0.8740778877106553
rewrite_010,gpt-4.1-mini,gpt-4.1-mini,warm,warm,1,2,549,849,within-model repeat,0.8947833010216207
rewrite_010,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,649,749,cross-model agreement,0.9784988652008443
rewrite_010,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,649,849,cross-model agreement,0.9814121952625284
rewrite_010,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,749,849,cross-model agreement,0.9783281944605411
summary_001,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,50,150,cross-model agreement,0.9736395873899331
summary_001,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,50,250,cross-model agreement,0.977131071012801
summary_001,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,1,50,350,cold-to-warm consistency,0.8652168155763351
summary_001,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,1,50,450,cross-model agreement,0.8407772074636471
summary_001,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,1,50,550,cross-model agreement,0.8429179828185576
summary_001,DeepSeek-V4-Flash,DeepSeek-V4-Flash,cold,warm,0,2,50,650,cold-to-warm consistency,0.8822064547759426
summary_001,DeepSeek-V4-Flash,gpt-5.4,cold,warm,0,2,50,750,cross-model agreement,0.8566907699333777
summary_001,DeepSeek-V4-Flash,gpt-4.1-mini,cold,warm,0,2,50,850,cross-model agreement,0.8592384694822609
summary_001,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,150,250,cross-model agreement,0.9734306548659144
summary_001,gpt-5.4,DeepSeek-V4-Flash,cold,warm,0,1,150,350,cross-model agreement,0.8404400965517069
summary_001,gpt-5.4,gpt-5.4,cold,warm,0,1,150,450,cold-to-warm consistency,0.8674838278449203
